,isin,company_name,industry_rating,market_cap
1797,US9314271084,WALGREENS BOOTS ALLIANCE INC WBA,Drug Retail,Unknown
1798,US9344231041,WARNER BROS DISCOVERY INC,Film & Tv,Unknown
1799,US92939U1060,WEC Energy Group Inc,Multi-Utilities,Unknown
1800,INE274C01019,WENDT (India) Ltd.,Industrial Products,Small Cap
1801,INE976A01021,WEST COAST PAPER MILLS LIMITED,"Paper, Forest & Jute Products",Small Cap
1802,US9581021055,WESTERN DIGITAL CORP COM,"Technology Hardware, Storage & Peripherals",Unknown
1803,KYG960071028,WH Group Limited,Packaged Foods & Meats,Unknown
1804,IE00BDB6Q211,WILLIS TOWERS WATSON PLC,Insurance Brokers,Unknown
1805,INE765D01022,WPIL LIMITED,Industrial Products,Small Cap
1806,US0844231029,WR Berkley Corp,Property & Casualty Insurance,Unknown
1807,US3848021040,WW Grainger Inc,Trading Companies & Distributors,Unknown
1808,US9831341071,WYNN RESORTS LTD,Casinos & Gaming,Unknown
1809,INE377N01017,Waaree Energies Limited,Electrical Equipment,Mid Cap
1810,US9311421039,Walmart Inc,Consumer Staples Merchandise Retail,Unknown
1811,US2546871060,Walt Disney,Media & Entertainment,Unknown
1812,US94106L1098,Waste Management Inc,Environmental & Facilities Services,Unknown
1813,US9418481035,Waters Corp,Life Sciences Tools & Services,Unknown
1814,INE855C01015,Websol Energy System Ltd.,Electrical Equipment,Small Cap
1815,US9497461015,Wells Fargo & Co,Diversified Banks,Unknown
1816,US95040Q1040,Welltower Inc,Health Care REITs,Unknown
1817,INE191B01025,Welspun Corp Limited,Industrial Products,Small Cap
1818,INE625G01013,Welspun Enterprises Ltd.,Construction,Small Cap
1819,INE192B01031,Welspun Living Limited,Textiles & Apparels,Small Cap
1820,US9553061055,West Pharmaceutical Services Inc,Pharmaceuticals,Unknown
1821,US9297401088,Westinghouse Air Brake Technologies Corp,Construction Machinery & Heavy Transportation Equipment,Unknown
1822,INE274F01020,Westlife Foodworld Limited,Leisure Services,Small Cap
1823,US9621661043,Weyerhaeuser Co,Timber REITs,Unknown
1824,KYG9593A1040,Wharf Real Estate Investment Company Ltd,Real Estate Operating Companies,Unknown
1825,INE715A01015,Wheels India Ltd.,Auto Components,Small Cap
1826,INE716A01013,Whirlpool of India Limited,Consumer Durables,Small Cap
1827,US9694571004,Williams Cos Inc/The,Oil & Gas Storage & Transportation,Unknown
1828,US9699041011,Williams-Sonoma Inc,Homefurnishing Retail,Unknown
1829,INE0H5O01029,Windlas Biotech Ltd.,Pharmaceuticals & Biotechnology,Small Cap
1830,INE075A01022,Wipro Limited,IT - Software,Large Cap
1831,INE049B01025,Wockhardt Limited,Pharmaceuticals & Biotechnology,Small Cap
1832,INE066O01014,Wonderla Holidays Ltd.,Leisure Services,Small Cap
1833,US98138H1014,Workday Inc,Application Software,Unknown
1834,CNE100003F19,WuXi AppTec Co.Limited,Life Sciences Tools & Services,Unknown
1835,KYG970081173,WuXi Biologics (Cayman) Inc.,Life Sciences Tools & Services,Unknown
1836,KYG982AW1003,XPeng Inc,Automobile Manufacturers,Unknown
1837,US98389B1008,Xcel Energy Inc,Electric Utilities,Unknown
1838,KYG9830T1067,Xiaomi Corporation,"Technology Hardware, Storage & Peripherals",Unknown
1839,KYG9828G1082,Xinyi Glass Holdings Ltd,Building Products,Unknown
1840,KYG9829N1025,Xinyi Solar Holdings Limited,Semiconductor Materials & Equipment,Unknown
1841,US2330518794,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial Services,Unknown
1842,US98419M1009,Xylem Inc/NY,Industrial Machinery & Supplies & Components,Unknown
1843,INE616Z01012,Yasho Industries Limited,Chemicals & Petrochemicals,Small Cap
1844,INE0JO301016,Yatharth Hospital & Trauma Care Services Pvt Ltd,Healthcare Services,Small Cap
1845,INE0JR601024,Yatra Online Ltd,Leisure Services,Small Cap
1846,INE528G01035,Yes Bank Limited,Banks,Mid Cap
1847,US98850P1093,Yum China Holdings Inc.,Consumer Non Durables,Unknown
1848,US9884981013,Yum! Brands Inc,Restaurants,Unknown
1849,INE342J01019,ZF Commercial Vehicle Control Systems India Limited,Auto Components,Small Cap
1850,KYG9897K1058,ZTO Express (Cayman) Inc,Air Freight & Logistics,Unknown
1851,INE07K301024,Zaggle Prepaid Ocean Services Ltd.,It - Services,Small Cap
1852,US9892071054,Zebra Technologies Corp,Electronic Equipment & Instruments,Unknown
1853,INE256A01028,Zee Entertainment Enterprises Limited,Entertainment,Small Cap
1854,INE251B01027,Zen Technologies Limited,Aerospace & Defense,Small Cap
1855,INE520A01027,Zensar Technologies Limited,IT - Software,Small Cap
1856,KYG9894K1085,Zhongsheng Group Holdings Limited,Automotive Retail,Unknown
1857,CNE100000502,Zijin Mining Group Co Ltd,Gold,Unknown
1858,US98954M1018,Zillow Group Inc Rg-A,Real Estate Services,Unknown
1859,US98954M2008,Zillow Group Inc Rg-C,Real Estate Services,Unknown
1860,US98956P1021,Zimmer Biomet Holdings Inc,Health Care Equipment,Unknown
1861,INE0UIZ01018,Zinka Logistics Solutions Ltd,Transport Services,Small Cap
1862,US98978V1035,Zoetis Inc,Pharmaceuticals,Unknown
1863,US98980L1017,Zoom Video Communications Inc,Application Software,Unknown
1864,US98980G1022,Zscaler INC,Software,Unknown
1865,INE010B01027,Zydus Lifesciences Limited,Pharmaceuticals & Biotechnology,Large Cap
1866,INE768C01010,Zydus Wellness Ltd,Food Products,Small Cap
1867,INE738I01010,eClerx Services Limited,Commercial Services & Supplies,Small Cap
1868,TW0003529004,eMemory Technology Inc,Semiconductors,Unknown
1869,INE01QM01018,eMudhra Ltd.,IT - Services,Small Cap
1870,US4642863926,iShares MSCI World ETF,nan,Unknown
